id,date,location,species,length_cm,weight_kg,method,weather,water_temp_c,notes
1685,2023-02-09,Fedje,Lyr,26.5,1.59,Sluk,Vind,11.2,Mye småfisk
1686,2024-11-16,Bjørnafjorden,Sild,107.3,14.83,Agn,Vind,12.5,Beste fangst på lenge
1687,2024-05-10,Bjørnafjorden,Makrell,40.9,3.88,Jigg,Tåke,11.4,Overraskende tung
1688,2024-10-03,Sotra,Torsk,64.6,6.93,Agn,Sol,10.3,Rolige forhold
1689,2024-02-03,Tysnes,Sild,55.5,7.74,Agn,Tåke,7.5,Veldig seig i starten
1690,2023-03-05,Fitjarøyene,Makrell,48.5,2.94,Jigg,Skyet,9.1,Tok på første kast
1691,2024-11-08,Øygarden,Steinbit,104.8,9.07,Agn,Skyet,17.3,Overraskende tung
1692,2023-01-18,Fitjarøyene,Steinbit,95.2,10.21,Sluk,Sol,16.9,Fin dag på sjøen
1693,2024-01-16,Sotra,Sei,99.2,10.46,Pilking,Vind,10.3,Beste fangst på lenge
1694,2022-02-09,Øygarden,Makrell,37.5,3.5,Jigg,Lettskyet,10.8,Beste fangst på lenge
1695,2022-12-13,Tysnes,Makrell,61.6,4.22,Sluk,Sol,17.8,Tok på første kast
1696,2023-06-03,Øygarden,Sild,66.0,8.98,Agn,Regn,6.9,Beste fangst på lenge
1697,2022-04-06,Bjørnafjorden,Torsk,83.3,10.9,Pilking,Lettskyet,11.4,Tok på første kast
1698,2023-09-15,Tysnes,Sei,42.3,4.78,Jigg,Sol,6.8,Veldig seig i starten
1699,2022-10-29,Bjørnafjorden,Lyr,38.7,3.05,Flue,Sol,6.4,Tok på første kast
1700,2023-06-25,Bjørnafjorden,Makrell,24.4,2.66,Pilking,Regn,15.1,Tok på første kast
1701,2022-08-22,Fedje,Sei,93.7,8.74,Shad,Tåke,17.6,Fin dag på sjøen
1702,2022-03-06,Bjørnafjorden,Lyr,91.8,6.17,Agn,Regn,13.8,Overraskende tung
1703,2023-07-23,Sotra,Steinbit,98.4,10.67,Pilking,Vind,16.5,Beste fangst på lenge
1704,2024-08-19,Fitjarøyene,Sei,27.8,3.58,Agn,Skyet,12.5,Overraskende tung
1705,2023-07-10,Fedje,Hyse,81.8,10.43,Flue,Regn,6.3,Beste fangst på lenge
1706,2024-08-27,Tysnes,Hyse,85.3,10.19,Shad,Skyet,12.6,Rolige forhold
1707,2024-02-25,Fedje,Hyse,85.1,11.03,Agn,Tåke,11.7,Rolige forhold
1708,2023-10-08,Øygarden,Torsk,114.5,10.26,Sluk,Lettskyet,13.2,Mye småfisk
1709,2022-02-07,Fedje,Torsk,115.8,10.0,Sluk,Regn,13.8,Mye småfisk
1710,2023-11-17,Sotra,Horngjel,40.3,4.89,Sluk,Skyet,7.4,Tok på første kast
1711,2024-02-15,Tysnes,Torsk,108.2,7.87,Agn,Tåke,14.4,Mye småfisk
1712,2023-02-06,Austevoll,Horngjel,46.6,5.84,Pilking,Lettskyet,6.5,Overraskende tung
1713,2023-07-17,Bjørnafjorden,Hyse,106.6,13.02,Flue,Lettskyet,14.0,Beste fangst på lenge
1714,2023-05-22,Tysnes,Hyse,48.4,4.25,Shad,Lettskyet,16.9,Veldig seig i starten
1715,2022-10-26,Fedje,Sild,74.6,7.01,Shad,Lettskyet,9.4,Mye småfisk
1716,2024-05-04,Tysnes,Steinbit,59.8,6.89,Pilking,Skyet,13.0,Mye småfisk
1717,2023-04-20,Øygarden,Steinbit,91.5,9.4,Agn,Sol,10.9,Veldig seig i starten
1718,2024-02-01,Tysnes,Sild,66.1,7.51,Jigg,Sol,16.4,Mye småfisk
1719,2023-12-14,Fitjarøyene,Torsk,94.5,10.32,Shad,Skyet,9.8,Mye småfisk
1720,2023-04-08,Tysnes,Torsk,36.3,3.12,Jigg,Vind,7.1,Litt bølger
1721,2024-01-27,Øygarden,Sild,82.6,9.44,Jigg,Tåke,10.2,Overraskende tung
1722,2024-10-09,Fitjarøyene,Hyse,60.3,8.17,Pilking,Lettskyet,16.9,Mye småfisk
1723,2023-02-26,Fedje,Horngjel,119.1,9.6,Flue,Tåke,14.6,Veldig seig i starten
1724,2022-01-12,Sotra,Hyse,66.1,5.19,Jigg,Sol,13.8,Overraskende tung
1725,2023-06-07,Bjørnafjorden,Makrell,93.2,10.34,Shad,Sol,17.3,Litt bølger
1726,2024-08-26,Austevoll,Horngjel,49.9,4.36,Sluk,Tåke,9.9,Rolige forhold
1727,2024-06-25,Tysnes,Sei,70.0,4.84,Jigg,Vind,11.6,Beste fangst på lenge
1728,2022-11-13,Sotra,Hyse,119.6,14.5,Shad,Sol,10.2,Rolige forhold
1729,2022-12-10,Fitjarøyene,Hyse,103.2,9.53,Flue,Skyet,17.8,Beste fangst på lenge
1730,2022-11-18,Fedje,Torsk,47.8,6.52,Flue,Regn,8.8,Veldig seig i starten
1731,2024-06-17,Austevoll,Torsk,87.0,10.87,Flue,Sol,9.6,Fin dag på sjøen
1732,2024-02-04,Fitjarøyene,Torsk,41.8,4.47,Sluk,Skyet,7.2,Mye småfisk
1733,2023-09-04,Bjørnafjorden,Horngjel,63.8,8.91,Jigg,Skyet,6.1,Mye småfisk
1734,2024-06-18,Øygarden,Makrell,65.9,5.92,Shad,Sol,10.9,Mye småfisk
1735,2024-06-28,Tysnes,Steinbit,83.0,6.48,Sluk,Sol,11.7,Rolige forhold
1736,2022-11-15,Fedje,Sild,26.3,2.14,Flue,Lettskyet,16.6,Fin dag på sjøen
1737,2023-10-25,Bjørnafjorden,Steinbit,58.1,5.7,Shad,Sol,12.3,Fin dag på sjøen
1738,2023-05-29,Fedje,Torsk,78.2,7.56,Flue,Lettskyet,14.1,Beste fangst på lenge
1739,2024-11-27,Øygarden,Horngjel,80.6,6.98,Pilking,Vind,11.3,Tok på første kast
1740,2023-04-14,Bjørnafjorden,Torsk,86.2,9.02,Agn,Skyet,7.1,Mye småfisk
1741,2022-08-13,Sotra,Sild,33.7,3.86,Flue,Sol,13.6,Tok på første kast
1742,2022-07-04,Øygarden,Torsk,21.5,1.73,Shad,Regn,11.1,Rolige forhold
1743,2023-07-23,Øygarden,Torsk,23.3,1.51,Agn,Lettskyet,8.3,Fin dag på sjøen
1744,2022-01-08,Fedje,Horngjel,45.5,4.17,Jigg,Sol,11.7,Overraskende tung
1745,2023-04-16,Tysnes,Sild,108.6,13.48,Pilking,Lettskyet,9.1,Rolige forhold
1746,2022-10-15,Austevoll,Makrell,67.9,8.87,Flue,Sol,12.0,Overraskende tung
1747,2022-03-20,Bjørnafjorden,Torsk,105.1,14.05,Pilking,Skyet,12.0,Fin dag på sjøen
1748,2023-09-24,Austevoll,Sei,26.4,3.44,Agn,Vind,16.2,Overraskende tung
1749,2022-12-24,Tysnes,Lyr,109.6,9.94,Shad,Lettskyet,13.8,Litt bølger
1750,2022-07-26,Øygarden,Horngjel,92.2,7.14,Agn,Tåke,8.0,Fin dag på sjøen
1751,2023-01-17,Fitjarøyene,Lyr,26.7,2.85,Agn,Lettskyet,10.3,Litt bølger
1752,2024-12-14,Tysnes,Sei,37.1,4.32,Agn,Skyet,16.5,Beste fangst på lenge
1753,2022-01-06,Tysnes,Torsk,68.3,5.44,Sluk,Tåke,7.9,Veldig seig i starten
1754,2022-04-29,Øygarden,Sild,119.1,10.72,Pilking,Tåke,15.5,Veldig seig i starten
1755,2024-01-24,Øygarden,Horngjel,96.4,12.73,Jigg,Tåke,16.5,Overraskende tung
1756,2024-03-13,Sotra,Steinbit,110.6,9.18,Pilking,Tåke,7.1,Litt bølger
1757,2022-01-03,Fitjarøyene,Sei,40.3,4.77,Jigg,Vind,7.5,Litt bølger
1758,2023-11-14,Sotra,Lyr,84.0,6.82,Agn,Skyet,14.9,Rolige forhold
1759,2022-05-14,Fedje,Horngjel,35.6,4.06,Sluk,Lettskyet,14.1,Mye småfisk
1760,2022-10-07,Øygarden,Steinbit,32.5,3.7,Agn,Skyet,8.0,Litt bølger
1761,2023-01-20,Bjørnafjorden,Steinbit,61.1,7.39,Shad,Tåke,17.3,Mye småfisk
1762,2023-07-07,Sotra,Steinbit,64.9,4.1,Jigg,Skyet,16.6,Beste fangst på lenge
1763,2023-04-03,Tysnes,Sild,117.4,9.82,Agn,Vind,7.6,Overraskende tung
1764,2023-10-27,Sotra,Hyse,76.6,10.06,Sluk,Regn,10.0,Fin dag på sjøen
1765,2024-09-19,Fedje,Lyr,42.5,3.81,Flue,Vind,10.0,Overraskende tung
1766,2023-06-17,Sotra,Sei,95.0,12.26,Agn,Skyet,17.1,Rolige forhold
1767,2023-11-09,Sotra,Torsk,91.6,10.48,Agn,Regn,15.4,Overraskende tung
1768,2022-01-27,Tysnes,Sei,84.2,9.85,Agn,Skyet,14.4,Fin dag på sjøen
1769,2023-05-07,Fitjarøyene,Lyr,87.7,9.31,Shad,Tåke,16.2,Rolige forhold
1770,2023-01-14,Øygarden,Horngjel,119.5,10.83,Sluk,Vind,15.0,Rolige forhold
1771,2022-08-15,Øygarden,Sei,97.6,11.59,Agn,Lettskyet,8.2,Litt bølger
1772,2024-07-16,Fedje,Sild,91.0,7.75,Pilking,Regn,17.1,Fin dag på sjøen
1773,2024-06-10,Bjørnafjorden,Sei,85.6,9.74,Shad,Skyet,8.4,Beste fangst på lenge
1774,2023-09-18,Austevoll,Makrell,117.0,13.34,Agn,Regn,14.6,Beste fangst på lenge
1775,2024-11-22,Bjørnafjorden,Horngjel,20.4,2.0,Flue,Tåke,7.9,Mye småfisk
1776,2024-03-05,Austevoll,Lyr,105.0,13.68,Agn,Regn,8.0,Veldig seig i starten
1777,2023-05-01,Bjørnafjorden,Makrell,55.6,7.11,Agn,Regn,13.5,Mye småfisk
1778,2023-06-21,Bjørnafjorden,Sild,113.8,11.51,Flue,Sol,14.2,Overraskende tung
1779,2023-01-28,Fitjarøyene,Makrell,26.6,2.96,Flue,Sol,7.2,Beste fangst på lenge
1780,2024-08-30,Fedje,Sild,59.2,7.83,Agn,Regn,12.4,Beste fangst på lenge
1781,2024-08-15,Fedje,Sild,92.7,11.06,Shad,Regn,17.5,Rolige forhold
1782,2023-08-14,Sotra,Sei,31.8,1.92,Agn,Sol,17.2,Mye småfisk
1783,2023-01-26,Bjørnafjorden,Steinbit,25.1,1.82,Flue,Lettskyet,17.7,Veldig seig i starten
1784,2023-05-13,Austevoll,Steinbit,69.0,7.86,Flue,Tåke,17.7,Beste fangst på lenge
1785,2023-12-04,Bjørnafjorden,Sei,35.4,4.78,Sluk,Lettskyet,10.5,Overraskende tung
1786,2022-07-21,Bjørnafjorden,Hyse,42.9,4.52,Pilking,Skyet,15.5,Veldig seig i starten
1787,2022-04-29,Sotra,Hyse,78.2,5.58,Flue,Sol,15.9,Litt bølger
1788,2024-04-15,Bjørnafjorden,Steinbit,86.6,10.1,Sluk,Regn,11.0,Beste fangst på lenge
1789,2024-09-08,Fedje,Torsk,24.4,1.96,Shad,Skyet,14.1,Overraskende tung
1790,2023-01-07,Fitjarøyene,Horngjel,52.3,6.04,Pilking,Regn,8.9,Beste fangst på lenge
1791,2023-06-23,Tysnes,Steinbit,63.7,6.78,Agn,Lettskyet,17.1,Fin dag på sjøen
1792,2024-02-02,Fitjarøyene,Sei,70.7,8.62,Flue,Regn,12.2,Rolige forhold
1793,2023-03-13,Fedje,Hyse,28.1,3.31,Jigg,Vind,16.9,Litt bølger
1794,2024-10-26,Tysnes,Sild,72.2,8.64,Jigg,Regn,8.1,Mye småfisk
1795,2024-04-25,Sotra,Lyr,78.0,8.4,Jigg,Lettskyet,7.6,Fin dag på sjøen
1796,2022-10-30,Sotra,Lyr,70.6,8.07,Flue,Lettskyet,11.6,Rolige forhold
1797,2024-12-18,Øygarden,Horngjel,56.6,7.84,Shad,Skyet,6.7,Mye småfisk
1798,2022-10-16,Øygarden,Horngjel,109.4,10.06,Sluk,Tåke,11.6,Overraskende tung
1799,2022-03-30,Fedje,Steinbit,72.5,6.1,Shad,Regn,8.1,Beste fangst på lenge
1800,2023-06-26,Austevoll,Hyse,83.8,7.61,Agn,Regn,11.2,Veldig seig i starten
1801,2024-10-24,Austevoll,Sei,33.8,4.55,Jigg,Regn,16.9,Litt bølger
1802,2022-05-09,Fitjarøyene,Hyse,92.6,8.34,Flue,Regn,10.6,Tok på første kast
1803,2023-11-15,Tysnes,Makrell,68.1,6.88,Jigg,Lettskyet,6.8,Litt bølger
1804,2023-08-05,Tysnes,Sild,74.9,8.37,Pilking,Vind,9.0,Veldig seig i starten
1805,2024-06-10,Tysnes,Lyr,72.3,7.71,Pilking,Sol,15.7,Overraskende tung
1806,2024-10-23,Tysnes,Horngjel,81.9,9.74,Jigg,Skyet,6.2,Beste fangst på lenge
1807,2022-02-03,Austevoll,Sild,85.0,8.04,Shad,Lettskyet,17.4,Fin dag på sjøen
1808,2023-11-13,Tysnes,Sei,66.8,5.96,Agn,Vind,17.4,Overraskende tung
1809,2024-07-24,Tysnes,Sild,65.9,6.69,Flue,Vind,17.6,Rolige forhold
1810,2024-07-01,Bjørnafjorden,Torsk,30.4,2.42,Sluk,Lettskyet,8.0,Overraskende tung
1811,2023-05-10,Austevoll,Lyr,23.2,2.04,Sluk,Regn,15.7,Beste fangst på lenge
1812,2023-06-07,Austevoll,Hyse,25.4,2.04,Flue,Lettskyet,17.2,Veldig seig i starten
1813,2022-05-18,Bjørnafjorden,Torsk,118.9,12.83,Flue,Lettskyet,10.5,Overraskende tung
1814,2023-05-11,Austevoll,Sild,57.9,5.09,Shad,Lettskyet,16.7,Mye småfisk
1815,2024-05-07,Tysnes,Sild,26.5,2.53,Agn,Skyet,14.0,Fin dag på sjøen
1816,2024-06-21,Fitjarøyene,Makrell,89.2,6.27,Flue,Lettskyet,15.6,Beste fangst på lenge
1817,2024-05-02,Fedje,Steinbit,68.9,7.28,Flue,Tåke,9.9,Beste fangst på lenge
1818,2024-11-18,Tysnes,Steinbit,23.8,1.53,Agn,Sol,6.5,Overraskende tung
1819,2023-09-25,Tysnes,Sild,105.7,10.8,Sluk,Lettskyet,17.0,Mye småfisk
1820,2022-06-22,Austevoll,Hyse,99.4,9.28,Sluk,Skyet,8.6,Rolige forhold
1821,2024-09-23,Fedje,Lyr,105.5,7.55,Agn,Tåke,7.2,Rolige forhold
1822,2022-09-03,Fitjarøyene,Lyr,43.0,4.39,Flue,Lettskyet,12.3,Fin dag på sjøen
1823,2022-05-02,Øygarden,Lyr,103.0,13.15,Pilking,Sol,12.6,Tok på første kast
1824,2022-04-04,Fitjarøyene,Horngjel,57.9,5.85,Agn,Sol,6.1,Fin dag på sjøen
1825,2022-03-16,Sotra,Horngjel,34.3,4.24,Agn,Tåke,9.9,Overraskende tung
1826,2023-04-10,Austevoll,Makrell,31.6,4.03,Agn,Skyet,16.4,Overraskende tung
1827,2022-11-17,Øygarden,Makrell,39.7,4.12,Sluk,Lettskyet,15.6,Beste fangst på lenge
1828,2023-05-27,Bjørnafjorden,Lyr,103.1,12.52,Jigg,Tåke,8.7,Veldig seig i starten
1829,2024-01-05,Tysnes,Horngjel,72.4,8.36,Jigg,Tåke,8.0,Litt bølger
1830,2022-01-25,Austevoll,Steinbit,20.1,2.11,Agn,Vind,12.6,Veldig seig i starten
1831,2022-10-15,Sotra,Horngjel,99.5,10.85,Agn,Regn,14.3,Rolige forhold
1832,2023-05-25,Fitjarøyene,Horngjel,93.3,7.49,Pilking,Vind,16.3,Veldig seig i starten
1833,2022-06-26,Øygarden,Hyse,60.5,4.17,Shad,Regn,9.0,Overraskende tung
1834,2022-09-13,Fedje,Steinbit,81.3,8.36,Sluk,Sol,15.6,Fin dag på sjøen
1835,2022-02-27,Sotra,Lyr,72.7,8.0,Flue,Sol,14.6,Fin dag på sjøen
1836,2022-10-27,Bjørnafjorden,Horngjel,99.8,12.67,Jigg,Lettskyet,6.2,Beste fangst på lenge
1837,2023-10-03,Fedje,Lyr,26.9,1.68,Sluk,Regn,12.6,Mye småfisk
1838,2023-04-06,Austevoll,Hyse,28.0,2.65,Sluk,Sol,7.0,Veldig seig i starten
1839,2023-10-27,Austevoll,Sild,39.8,4.4,Agn,Tåke,8.6,Litt bølger
1840,2023-08-17,Fedje,Torsk,38.3,2.66,Jigg,Regn,17.2,Beste fangst på lenge
1841,2022-07-20,Bjørnafjorden,Makrell,97.1,6.91,Agn,Vind,13.5,Overraskende tung
1842,2024-04-15,Sotra,Sild,98.7,9.52,Shad,Skyet,8.9,Fin dag på sjøen
1843,2023-09-22,Bjørnafjorden,Steinbit,94.9,8.35,Jigg,Skyet,17.0,Rolige forhold
1844,2022-07-03,Tysnes,Horngjel,79.8,9.22,Jigg,Regn,16.8,Fin dag på sjøen
1845,2024-08-28,Fedje,Steinbit,77.2,9.23,Jigg,Skyet,16.1,Overraskende tung
1846,2022-08-31,Øygarden,Horngjel,25.2,2.31,Flue,Lettskyet,9.2,Beste fangst på lenge
1847,2024-10-21,Øygarden,Horngjel,55.2,3.63,Sluk,Sol,17.5,Veldig seig i starten
1848,2022-06-27,Tysnes,Sild,90.2,10.71,Shad,Sol,8.7,Rolige forhold
1849,2024-08-03,Bjørnafjorden,Makrell,38.0,2.94,Flue,Regn,16.7,Rolige forhold
1850,2022-02-16,Sotra,Hyse,109.9,7.38,Agn,Vind,11.5,Rolige forhold
1851,2023-03-15,Fedje,Makrell,108.8,12.76,Agn,Lettskyet,10.0,Mye småfisk
1852,2024-11-29,Øygarden,Torsk,31.1,3.29,Sluk,Vind,12.0,Overraskende tung
1853,2022-09-29,Øygarden,Torsk,113.8,9.17,Jigg,Lettskyet,15.9,Veldig seig i starten
1854,2022-08-17,Øygarden,Sei,76.1,7.45,Jigg,Tåke,14.6,Beste fangst på lenge
1855,2024-03-23,Fitjarøyene,Sild,114.3,7.02,Pilking,Sol,14.2,Rolige forhold
1856,2023-10-16,Austevoll,Lyr,55.7,6.08,Shad,Tåke,14.3,Veldig seig i starten
1857,2022-11-11,Fedje,Sei,91.1,12.49,Shad,Skyet,13.1,Mye småfisk
1858,2022-12-25,Sotra,Hyse,54.0,5.49,Agn,Vind,16.8,Veldig seig i starten
1859,2024-11-16,Austevoll,Horngjel,71.6,5.6,Pilking,Skyet,15.7,Tok på første kast
1860,2022-11-30,Fedje,Horngjel,72.1,5.48,Jigg,Sol,6.6,Fin dag på sjøen
1861,2022-06-27,Fedje,Makrell,93.5,7.05,Sluk,Lettskyet,12.2,Veldig seig i starten
1862,2024-12-24,Øygarden,Sild,91.8,11.84,Shad,Lettskyet,13.3,Tok på første kast
1863,2023-03-19,Austevoll,Lyr,105.3,11.72,Shad,Regn,16.9,Veldig seig i starten
1864,2024-09-08,Tysnes,Makrell,71.0,6.52,Sluk,Sol,15.6,Fin dag på sjøen
1865,2022-10-25,Øygarden,Sild,85.4,5.71,Agn,Tåke,16.2,Fin dag på sjøen
1866,2024-02-09,Sotra,Lyr,49.4,6.12,Flue,Tåke,16.0,Beste fangst på lenge
1867,2024-05-28,Øygarden,Hyse,65.2,5.35,Sluk,Sol,10.4,Litt bølger
1868,2024-12-09,Austevoll,Lyr,80.6,7.68,Jigg,Regn,9.9,Beste fangst på lenge
1869,2024-01-01,Fedje,Makrell,117.2,11.62,Flue,Tåke,10.5,Overraskende tung
1870,2022-06-28,Fitjarøyene,Hyse,56.9,4.49,Agn,Tåke,10.1,Veldig seig i starten
1871,2022-09-27,Bjørnafjorden,Steinbit,70.0,4.34,Pilking,Sol,14.8,Overraskende tung
1872,2024-04-04,Fitjarøyene,Makrell,100.0,6.34,Pilking,Tåke,12.6,Beste fangst på lenge
1873,2022-11-17,Austevoll,Horngjel,118.0,12.05,Jigg,Skyet,11.9,Fin dag på sjøen
1874,2022-07-21,Sotra,Hyse,90.7,10.45,Shad,Sol,7.0,Beste fangst på lenge
1875,2024-08-22,Fitjarøyene,Lyr,56.6,6.13,Jigg,Lettskyet,8.7,Overraskende tung
1876,2024-08-04,Tysnes,Lyr,59.7,6.75,Flue,Skyet,15.5,Veldig seig i starten
1877,2023-02-10,Austevoll,Sei,76.5,8.47,Flue,Skyet,6.2,Litt bølger
1878,2023-03-02,Øygarden,Makrell,37.1,4.3,Shad,Vind,10.9,Tok på første kast
1879,2023-04-27,Øygarden,Steinbit,103.4,7.97,Pilking,Lettskyet,14.8,Veldig seig i starten
1880,2024-10-28,Bjørnafjorden,Hyse,94.3,12.75,Agn,Vind,13.6,Overraskende tung
1881,2022-08-07,Fitjarøyene,Horngjel,102.9,11.87,Flue,Tåke,15.2,Mye småfisk
1882,2022-12-09,Tysnes,Hyse,23.0,2.98,Jigg,Tåke,9.3,Tok på første kast
1883,2022-12-01,Øygarden,Hyse,107.0,7.45,Sluk,Sol,6.9,Beste fangst på lenge
1884,2023-07-12,Austevoll,Hyse,74.4,7.03,Agn,Sol,11.4,Mye småfisk
1885,2022-11-16,Sotra,Sild,84.7,9.37,Agn,Lettskyet,16.2,Mye småfisk
1886,2024-05-26,Fedje,Sei,47.8,6.63,Jigg,Sol,8.4,Rolige forhold
1887,2024-12-14,Fitjarøyene,Hyse,78.6,6.27,Sluk,Vind,15.4,Veldig seig i starten
1888,2024-12-16,Sotra,Sild,48.0,5.89,Sluk,Vind,6.3,Fin dag på sjøen
1889,2022-03-10,Fedje,Steinbit,90.2,8.65,Agn,Skyet,14.6,Mye småfisk
1890,2024-04-01,Austevoll,Hyse,45.0,6.25,Flue,Regn,12.7,Rolige forhold
1891,2023-11-02,Fitjarøyene,Steinbit,99.6,7.06,Jigg,Lettskyet,15.3,Fin dag på sjøen
1892,2024-06-23,Fitjarøyene,Lyr,74.8,9.32,Sluk,Skyet,12.4,Tok på første kast
1893,2022-08-16,Øygarden,Torsk,65.7,8.62,Shad,Skyet,8.2,Fin dag på sjøen
1894,2024-04-17,Fedje,Horngjel,83.0,9.45,Sluk,Sol,12.8,Overraskende tung
1895,2023-01-26,Tysnes,Sild,28.5,1.83,Jigg,Skyet,6.5,Tok på første kast
1896,2024-11-15,Fedje,Steinbit,35.9,4.93,Flue,Regn,17.2,Mye småfisk
1897,2024-05-01,Sotra,Horngjel,97.4,11.92,Jigg,Skyet,8.5,Tok på første kast
1898,2023-04-10,Bjørnafjorden,Lyr,20.2,2.17,Shad,Sol,14.8,Overraskende tung
1899,2022-01-03,Bjørnafjorden,Horngjel,57.7,7.59,Sluk,Lettskyet,17.3,Overraskende tung
1900,2022-08-14,Fitjarøyene,Horngjel,69.1,6.32,Shad,Tåke,15.2,Veldig seig i starten
1901,2022-05-08,Austevoll,Sild,48.7,4.31,Sluk,Regn,12.2,Veldig seig i starten
1902,2024-05-13,Tysnes,Torsk,32.2,2.31,Pilking,Regn,15.5,Veldig seig i starten
1903,2023-02-16,Fedje,Lyr,43.3,5.5,Jigg,Skyet,8.0,Beste fangst på lenge
1904,2023-05-01,Austevoll,Torsk,54.6,5.75,Sluk,Skyet,17.6,Veldig seig i starten
1905,2022-03-19,Tysnes,Hyse,106.1,10.61,Sluk,Skyet,16.1,Overraskende tung
1906,2023-08-29,Sotra,Makrell,29.4,2.75,Sluk,Sol,6.9,Tok på første kast
1907,2022-05-29,Tysnes,Steinbit,84.9,5.15,Agn,Lettskyet,13.0,Overraskende tung
1908,2022-09-20,Øygarden,Torsk,30.9,2.72,Pilking,Lettskyet,11.9,Beste fangst på lenge
1909,2024-03-13,Fitjarøyene,Lyr,61.1,8.36,Agn,Sol,14.9,Veldig seig i starten
1910,2023-11-13,Fedje,Torsk,114.4,9.5,Jigg,Regn,16.9,Veldig seig i starten
1911,2022-07-19,Fitjarøyene,Lyr,20.5,1.61,Agn,Lettskyet,10.7,Litt bølger
1912,2024-12-23,Tysnes,Sild,99.6,11.46,Flue,Lettskyet,8.0,Rolige forhold
1913,2023-09-29,Fitjarøyene,Sild,42.4,5.07,Jigg,Regn,17.8,Litt bølger
1914,2023-11-03,Austevoll,Horngjel,68.9,7.7,Flue,Tåke,14.3,Tok på første kast
1915,2022-05-06,Tysnes,Makrell,54.3,6.03,Jigg,Regn,16.6,Rolige forhold
1916,2022-10-25,Fedje,Sei,94.7,9.4,Jigg,Regn,8.0,Overraskende tung
1917,2022-07-13,Øygarden,Sei,47.9,4.38,Shad,Skyet,12.3,Overraskende tung
1918,2024-06-20,Bjørnafjorden,Steinbit,90.2,10.03,Agn,Lettskyet,6.4,Rolige forhold
1919,2023-03-22,Øygarden,Sild,114.1,12.02,Pilking,Lettskyet,14.0,Rolige forhold
1920,2022-04-15,Sotra,Steinbit,87.4,7.51,Shad,Regn,9.9,Overraskende tung
1921,2022-06-06,Sotra,Hyse,113.6,15.68,Shad,Sol,8.8,Fin dag på sjøen
1922,2023-08-27,Fitjarøyene,Horngjel,51.3,6.76,Sluk,Skyet,17.4,Rolige forhold
1923,2023-04-06,Austevoll,Sei,85.5,9.74,Sluk,Vind,13.4,Veldig seig i starten
1924,2024-04-19,Bjørnafjorden,Torsk,82.3,7.18,Sluk,Skyet,12.1,Fin dag på sjøen
1925,2023-07-14,Øygarden,Makrell,53.2,5.71,Pilking,Regn,7.2,Overraskende tung
1926,2022-07-31,Øygarden,Horngjel,20.1,1.97,Agn,Skyet,14.6,Rolige forhold
1927,2024-11-20,Øygarden,Sild,96.6,10.18,Agn,Tåke,7.7,Rolige forhold
1928,2024-11-12,Bjørnafjorden,Horngjel,59.3,4.72,Shad,Vind,7.4,Rolige forhold
1929,2024-07-03,Fitjarøyene,Steinbit,33.5,4.28,Jigg,Lettskyet,11.6,Veldig seig i starten
1930,2024-06-02,Austevoll,Torsk,50.8,4.21,Sluk,Regn,10.9,Rolige forhold
1931,2024-12-09,Fedje,Sild,31.3,1.95,Flue,Regn,14.9,Veldig seig i starten
1932,2022-10-06,Øygarden,Makrell,119.2,8.75,Flue,Skyet,7.0,Beste fangst på lenge
1933,2024-10-12,Tysnes,Lyr,31.5,2.07,Shad,Skyet,8.7,Overraskende tung
1934,2022-10-14,Fitjarøyene,Sild,27.5,2.0,Pilking,Regn,13.1,Beste fangst på lenge
1935,2022-10-27,Øygarden,Sei,59.4,6.93,Pilking,Skyet,8.2,Overraskende tung
1936,2024-08-17,Tysnes,Horngjel,68.9,6.09,Agn,Skyet,10.5,Litt bølger
1937,2022-02-07,Fedje,Steinbit,26.9,2.32,Sluk,Vind,16.7,Overraskende tung
1938,2024-03-30,Austevoll,Torsk,103.1,6.47,Flue,Regn,14.4,Fin dag på sjøen
1939,2022-10-14,Øygarden,Hyse,94.8,8.1,Flue,Vind,7.7,Mye småfisk
1940,2024-01-02,Sotra,Hyse,39.8,5.21,Jigg,Sol,12.1,Tok på første kast
1941,2023-12-18,Øygarden,Lyr,77.6,8.89,Jigg,Sol,6.4,Fin dag på sjøen
1942,2024-10-13,Fedje,Sild,84.3,7.69,Agn,Sol,8.5,Rolige forhold
1943,2022-11-15,Sotra,Sild,44.5,6.02,Flue,Vind,9.4,Rolige forhold
1944,2024-02-12,Austevoll,Sei,78.8,5.85,Agn,Lettskyet,6.9,Beste fangst på lenge
1945,2023-08-11,Sotra,Steinbit,90.7,8.03,Jigg,Regn,10.5,Overraskende tung
1946,2023-02-03,Fedje,Horngjel,106.8,12.79,Shad,Lettskyet,17.4,Mye småfisk
1947,2023-11-18,Austevoll,Torsk,67.1,5.66,Agn,Regn,14.0,Rolige forhold
1948,2022-05-02,Tysnes,Torsk,56.0,6.93,Agn,Vind,17.3,Overraskende tung
1949,2024-09-12,Øygarden,Hyse,80.4,7.64,Jigg,Regn,14.7,Rolige forhold
1950,2023-10-22,Øygarden,Steinbit,31.6,3.38,Sluk,Sol,13.1,Overraskende tung
1951,2024-10-26,Bjørnafjorden,Torsk,56.4,5.53,Flue,Vind,7.7,Beste fangst på lenge
1952,2022-05-25,Øygarden,Makrell,39.6,4.79,Shad,Sol,10.8,Mye småfisk
